file_id,make,normalized_make,model,normalized_model
a1161-kme_409,Canon,Canon,EOS 20D,EOS 20D
a1274-jmac_DSC1525,Nikon,Nikon,D70,D70
a1065-dvf_052,Leica,Leica,M8,M8
a1226-DSC_0278,Nikon,Nikon,D70s,D70s
a1011-kme_050,Canon,Canon,EOS 40D,EOS 40D
a1135-050716_214208__I2E4324,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0992-kme_399,Canon,Canon,EOS 20D,EOS 20D
a0762-_I2E7839,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0980-_MG_0509,Canon,Canon,EOS 5D,EOS 5D
a0990-050708_111310__I2E9651,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0713-IMG_1505,Canon,Canon,EOS 450D,EOS 450D
a1265-20051225_163547__MG_1396,Canon,Canon,EOS 5D,EOS 5D
a1162-IMG_4467,Canon,Canon,EOS 450D,EOS 450D
a0723-NKIM_MG_6091,Canon,Canon,EOS 40D,EOS 40D
a1163-IMG_4975,Canon,Canon,EOS 450D,EOS 450D
a0703-IMG_4226,Canon,Canon,EOS 450D,EOS 450D
a0928-_DSC3894,Nikon,Nikon,D700,D700
a1158-kme_514,Canon,Canon,PowerShot G9,PowerShot G9
a1134-NKIM_MG_4434,Canon,Canon,EOS 40D,EOS 40D
a1141-kme_262,Canon,Canon,EOS 20D,EOS 20D
a0952-kme_172,Canon,Canon,EOS 20D,EOS 20D
a0798-IMG_4109,Canon,Canon,EOS 450D,EOS 450D
a0766-_DGW6227,Nikon,Nikon,D700,D700
a1127-2004-06-08 12-41-28 CRW_0371,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a0848-_DSC0018,Nikon,Nikon,D70s,D70s
a1181-_I2E7838,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0706-kme_217,Canon,Canon,EOS 20D,EOS 20D
a1128-_I2E8268,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a1260-IMG_4559,Canon,Canon,EOS 450D,EOS 450D
a1112-_DSC0048,Nikon,Nikon,D70s,D70s
a1177-LSYD4O2459,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a1372-kme_413,Canon,Canon,EOS 20D,EOS 20D
a1258-DSC_0268,Nikon,Nikon,D200,D200
a0979-_DSC0347,Nikon,Nikon,D70s,D70s
a0802-IMG_8346,Canon,Canon,EOS 400D,EOS 400D
a0769-WP_CRW_3516,Canon,Canon,EOS 10D,EOS 10D
a1118-jmac_MG_1307,Canon,Canon,EOS 5D,EOS 5D
a1098-WP_CRW_3472,Canon,Canon,EOS 10D,EOS 10D
a0923-IMG_3569,Canon,Canon,EOS 450D,EOS 450D
a0974-_DSC0044,Nikon,Nikon,D70s,D70s
a1129-DSC_0075-1,Nikon,Nikon,D70s,D70s
a0950-_DGW6335,Nikon,Nikon,D700,D700
a1005-kme_318,Nikon,Nikon,D70,D70
a1166-WP_CRW_1188,Canon,Canon,EOS 10D,EOS 10D
a1084-jmac_MG_5972,Canon,Canon,EOS 5D,EOS 5D
a0899-_MG_1099,Canon,Canon,EOS 20D,EOS 20D
a0796-dvf_062,Leica,Leica,M8,M8
a0744-Ja_Pe-99,Nikon,Nikon,D700,D700
a1124-IMG_4242,Canon,Canon,EOS 450D,EOS 450D
a0804-CRW_1088,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a1280-kme_047,Canon,Canon,EOS 40D,EOS 40D
a0751-kme_582,Nikon,Nikon,D100,D100
a0780-_DSC0040-2,Nikon,Nikon,D70s,D70s
a1228-_78U7657,Canon,Canon,EOS-1D Mark III,EOS-1D Mark III
a1259-jmac_MG_0385,Canon,Canon,EOS 5D,EOS 5D
a0962-DSC_0006,Nikon,Nikon,D70s,D70s
a1215-kme_488,Canon,Canon,PowerShot G10,PowerShot G10
a1248-dgw_081,Nikon,Nikon,D700,D700
a1000-IMG_4380,Canon,Canon,EOS 450D,EOS 450D
a0915-MB_060708_204,Canon,Canon,EOS 5D,EOS 5D
a1223-WP_IMG_0973,Canon,Canon,PowerShot G9,PowerShot G9
a1341-IMG_4364,Canon,Canon,EOS 450D,EOS 450D
a1301-07-11-24-at-14h40m51s-_MG_6711,Canon,Canon,EOS 5D,EOS 5D
a1077-20060507_120136__E6B1106,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0755-MB_20030906_002,Canon,Canon,EOS D60,EOS D60
a1251-_DGW6263,Nikon,Nikon,D700,D700
a1064-KE_-0030,Nikon,Nikon,D100,D100
a0918-_MG_1507,Canon,Canon,EOS 5D,EOS 5D
a1021-IMG_5051,Canon,Canon,EOS 400D,EOS 400D
a1237-kme_389,Canon,Canon,EOS 20D,EOS 20D
a0749-WP_CRW_9500,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a1388-jmac_MG_6009,Canon,Canon,EOS 5D,EOS 5D
a0857-Ja_Pe-29,Leica,Panasonic,D-LUX 3,DMC-LX2
a1111-IMG_1114,Canon,Canon,EOS 450D,EOS 450D
a0995-IMG_4613,Canon,Canon,EOS 450D,EOS 450D
a1109-KE_-0010-2,Nikon,Nikon,D100,D100
a1308-LSYD4O0585,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a1370-kme_366,Fujifilm,Fujifilm,S2Pro,S2Pro
a0826-060820_071618__Z9B3052,Canon,Canon,EOS-1D Mark II N,EOS-1D Mark II N
a1122-20080622_at_13h47m40__MG_9874,Canon,Canon,EOS 5D,EOS 5D
a1242-07-10-27-at-16h31m23s-_MG_3949,Canon,Canon,EOS 5D,EOS 5D
a1243-kme_455,Canon,Canon,EOS 20D,EOS 20D
a0904-DSC_0110,Nikon,Nikon,D80,D80
a1383-_DGW6387,Nikon,Nikon,D700,D700
a1293-WP_CRW_4757,Canon,Canon,EOS 10D,EOS 10D
a1144-MB_20050517_054,Canon,Canon,EOS 20D,EOS 20D
a1362-IMG_0221,Canon,Canon,EOS 40D,EOS 40D
a0834-kme_320,Nikon,Nikon,D100,D100
a0956-kme_167,Canon,Canon,EOS 20D,EOS 20D
a1326-Ja_Pe-67,Leica,Panasonic,D-LUX 3,DMC-LX2
a0767-jn_20070824_0165,Canon,Canon,EOS 30D,EOS 30D
a0937-dvf_097,Leica,Leica,M8,M8
a1097-IMG_0984,Canon,Canon,EOS 450D,EOS 450D
a0745-NKIM_117,Canon,Canon,EOS 40D,EOS 40D
a1131-dvf_020,Canon,Canon,EOS 5D,EOS 5D
a0914-jmac_DSC2570,Nikon,Nikon,D70,D70
a1276-_DSC6183,Nikon,Nikon,D700,D700
a1019-NKIM_MG_3448,Canon,Canon,EOS 40D,EOS 40D
a0812-IMG_3125,Canon,Canon,EOS 450D,EOS 450D
a0886-jmac_DSC1685,Nikon,Nikon,D70,D70
a1080-LSYD4O0096,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a0836-NKIM_MG_8116,Canon,Canon,EOS 40D,EOS 40D
a0733-WP_CRW_0495,Canon,Canon,EOS 10D,EOS 10D
a0785-dgw_058,Nikon,Nikon,D700,D700
a0986-Ja_Pe-81,Leica,Panasonic,D-LUX 3,DMC-LX2
a0932-dgw_088,Nikon,Nikon,D700,D700
a0741-kme_169,Canon,Canon,EOS 20D,EOS 20D
a0967-IMG_4718,Canon,Canon,EOS 450D,EOS 450D
a0883-_DGW6253,Nikon,Nikon,D700,D700
a0719-jmac_MG_5118,Canon,Canon,EOS 5D,EOS 5D
a1086-DSC_0010,Nikon,Nikon,D70s,D70s
a1365-kme_361,Nikon,Nikon,D2H,D2H
a1378-dgw_039,Nikon,Nikon,D700,D700
a1225-_DSC0019-2,Nikon,Nikon,D70s,D70s
a1255-IMG_0147,Canon,Canon,EOS 450D,EOS 450D
a0701-jn_2007_12_10__BU_CRUISE_001,Canon,Canon,EOS 30D,EOS 30D
a1029-jn_2007_05_11__724,Canon,Canon,EOS 30D,EOS 30D
a1273-IMG_1444,Canon,Canon,EOS 450D,EOS 450D
a1107-kme_291,Kodak,Kodak,DCS460D,DCS460
a0835-MB_080329_061,Canon,Canon,EOS 5D,EOS 5D
a1390-_DGW6414,Nikon,Nikon,D700,D700
a1200-IMG_1677,Canon,Canon,EOS 450D,EOS 450D
a1240-jn_20080130_Las_Vegas_0070,Canon,Canon,EOS 30D,EOS 30D
a1197-IMG_4674,Canon,Canon,EOS 450D,EOS 450D
a0817-20061111_075425__E6B4010,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0717-tc_DSC4256,Nikon,Nikon,D300,D300
a1009-jmac_MG_7831,Canon,Canon,EOS 5D,EOS 5D
a1391-DSC_0002-2,Nikon,Nikon,D70s,D70s
a0764-MB_070908_088,Canon,Canon,EOS 5D,EOS 5D
a0707-07-12-01-at-15h31m07s-_MG_8670,Canon,Canon,EOS 5D,EOS 5D
a1003-_DSC0048-2,Nikon,Nikon,D70s,D70s
a1384-dvf_095,Leica,Leica,M8,M8
a1108-WP_CRW_4842,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a1056-IMG_5763,Canon,Canon,EOS 400D,EOS 400D
a1136-LS051026_day_1_arive31,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a0795-IMG_4595,Canon,Canon,EOS 450D,EOS 450D
a1282-_DGW6370,Nikon,Nikon,D700,D700
a1192-IMG_0225,Canon,Canon,EOS 40D,EOS 40D
a0742-IMG_2429,Canon,Canon,EOS 450D,EOS 450D
a1309-20060507_112829__E6B1004,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a1247-DSC_0272,Nikon,Nikon,D200,D200
a1081-jmac_MG_6226,Canon,Canon,EOS 5D,EOS 5D
a1147-IMG_1224,Canon,Canon,EOS 450D,EOS 450D
a1137-kme_027,Canon,Canon,EOS 40D,EOS 40D
a0954-_DSC0030,Nikon,Nikon,D70s,D70s
a0891-DSC_0012-1,Nikon,Nikon,D70s,D70s
a1213-IMG_2640,Canon,Canon,EOS 450D,EOS 450D
a1145-NKIM_MG_6189,Canon,Canon,EOS 40D,EOS 40D
a1324-IMG_4182,Canon,Canon,EOS 450D,EOS 450D
a0931-DSC_0001,Nikon,Nikon,D70s,D70s
a0881-WP_CRW_4801,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a0765-07-06-02-at-14h28m55-s_MG_1477,Canon,Canon,EOS 5D,EOS 5D
a1232-07-11-04-at-18h21m34s-_MG_4038,Canon,Canon,EOS 5D,EOS 5D
a1319-IMG_2601,Canon,Canon,EOS 450D,EOS 450D
a1385-IMG_3466,Canon,Canon,EOS 450D,EOS 450D
a1329-IMG_3540,Canon,Canon,EOS 450D,EOS 450D
a0961-WP_Amanda_3rd_bday037,Canon,Canon,EOS 10D,EOS 10D
a1310-Ja_Pe-3,Leica,Panasonic,D-LUX 3,DMC-LX2
a0705-WP_CRW_4059,Canon,Canon,EOS 10D,EOS 10D
a1294-IMG_0080,Canon,Canon,EOS 450D,EOS 450D
a0991-_DSC5400,Nikon,Nikon,D700,D700
a1042-_DSC2723,Nikon,Nikon,D700,D700
a1032-IMG_1542,Canon,Canon,EOS 450D,EOS 450D
a1153-dgw_053,Nikon,Nikon,D700,D700
a0753-IMG_0220,Canon,Canon,EOS 40D,EOS 40D
a0854-MB_080329_060,Canon,Canon,EOS 5D,EOS 5D
a0989-DSC_0359,Nikon,Nikon,D80,D80
a1026-IMG_4256,Canon,Canon,EOS 450D,EOS 450D
a1150-NKIM_MG_3095,Canon,Canon,EOS 40D,EOS 40D
a1281-tc_DSC2356,Nikon,Nikon,D300,D300
a1214-IMG_0041,Canon,Canon,EOS 40D,EOS 40D
a0716-MB_20030906_030,Canon,Canon,EOS D60,EOS D60
a1094-_I2E5962,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0859-dvf_099,Leica,Leica,M8,M8
a1263-20071122_142540__MG_0314,Canon,Canon,EOS 5D,EOS 5D
a1352-07-11-04-at-17h58m48s-_MG_4012,Canon,Canon,EOS 5D,EOS 5D
a0714-IMG_0089,Canon,Canon,EOS 350D,EOS 350D
a1325-IMG_4028,Canon,Canon,EOS 450D,EOS 450D
a1351-jn_2007_05_14__770,Canon,Canon,EOS 30D,EOS 30D
a1121-IMG_3327,Canon,Canon,EOS 450D,EOS 450D
a0875-jmac_DSC1465,Nikon,Nikon,D70,D70
a0775-kme_423,Canon,Canon,EOS 20D,EOS 20D
a1363-MB_060909_005,Canon,Canon,EOS 5D,EOS 5D
a0743-_DSC6146,Nikon,Nikon,D700,D700
a1328-20080630_at_22h44m56__MG_1921,Canon,Canon,EOS 5D,EOS 5D
a1343-DSC_0016,Nikon,Nikon,D70s,D70s
a1187-DSC_0029,Nikon,Nikon,D70s,D70s
a0782-IMG_4498,Canon,Canon,EOS 450D,EOS 450D
a0814-MB_070908_062,Canon,Canon,EOS 5D,EOS 5D
a0866-IMG_0019,Canon,Canon,EOS 40D,EOS 40D
a0784-_MG_7693,Canon,Canon,EOS 5D,EOS 5D
a0823-IMG_4221,Canon,Canon,EOS 450D,EOS 450D
a1060-_DSC0007,Nikon,Nikon,D70s,D70s
a1393-jn_20080928_002,Canon,Canon,EOS 30D,EOS 30D
a0901-jn_2007_12_12__BU_CRUISE_066,Canon,Canon,EOS 30D,EOS 30D
a1331-kme_051,Canon,Canon,EOS 40D,EOS 40D
a1387-LS_060715_8762,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a1184-jmacDSC_0202,Nikon,Nikon,D70,D70
a0861-WP_CRW_0893,Canon,Canon,EOS 10D,EOS 10D
a0887-_DSC5906,Nikon,Nikon,D700,D700
a1211-_DSC0035,Nikon,Nikon,D70s,D70s
a0738-WP_CRW_9283,Canon,Canon,EOS 10D,EOS 10D
a1045-_DSC4480,Nikon,Nikon,D700,D700
a1315-_DSC0092,Nikon,Nikon,D70s,D70s
a1396-20051221_193040__E6B9719,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0790-NKIM_MG_6439,Canon,Canon,EOS 40D,EOS 40D
a0800-IMG_3392,Canon,Canon,EOS 450D,EOS 450D
a0868-kme_611,Nikon,Nikon,D100,D100
a1070-_MG_6547,Canon,Canon,EOS 5D,EOS 5D
a0975-_DSC0070,Nikon,Nikon,D70s,D70s
a1132-20061213_164642__MG_6076,Canon,Canon,EOS 5D,EOS 5D
a0978-LSYD4O2491,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a0889-dvf_043,Leica,Leica,M8,M8
a0907-IMG_2648,Canon,Canon,EOS 450D,EOS 450D
a0740-dvf_019,Canon,Canon,EOS 5D,EOS 5D
a1303-NKIM_080,Canon,Canon,EOS 40D,EOS 40D
a1219-IMG_3770,Canon,Canon,EOS 450D,EOS 450D
a1336-_DSC8917,Nikon,Nikon,D700,D700
a1295-IMG_4898,Canon,Canon,EOS 450D,EOS 450D
a1100-_DGW6248,Nikon,Nikon,D700,D700
a1159-KE_-0046,Nikon,Nikon,D100,D100
a0988-IMG_4430,Canon,Canon,EOS 450D,EOS 450D
a1244-IMG_4410,Canon,Canon,EOS 450D,EOS 450D
a1371-IMG_4254,Canon,Canon,EOS 20D,EOS 20D
a1286-_I2E6855,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a1354-IMG_8018,Canon,Canon,EOS 20D,EOS 20D
a1394-IMG_4786,Canon,Canon,EOS 450D,EOS 450D
a0702-dgw_091,Nikon,Nikon,D700,D700
a1283-_DSC2224,Nikon,Nikon,D700,D700
a0960-IMG_0082,Canon,Canon,EOS 450D,EOS 450D
a1227-KE_-1576,Nikon,Nikon,D70,D70
a1138-2004-06-24 05-55-28 CRW_2024,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a1368-kme_086,Canon,Canon,EOS 40D,EOS 40D
a0905-_DSC0010,Nikon,Nikon,D70s,D70s
a1290-_MG_7809,Canon,Canon,EOS 5D,EOS 5D
a1216-_DSC0010,Nikon,Nikon,D70s,D70s
a0846-_MG_0216,Canon,Canon,EOS 20D,EOS 20D
a1110-_DSC0125,Nikon,Nikon,D70s,D70s
a0726-IMG_1669,Canon,Canon,EOS 400D,EOS 400D
a0847-_DSC0145,Nikon,Nikon,D70s,D70s
a1349-IMG_4064,Canon,Canon,EOS 450D,EOS 450D
a0872-NKIM_132,Canon,Canon,EOS 40D,EOS 40D
a0758-050731_160352__I2E5385,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a1044-_DSC0121,Nikon,Nikon,D70s,D70s
a1063-WP_CRW_4982,Canon,Canon,EOS 10D,EOS 10D
a1082-kme_565,Canon,Canon,PowerShot G9,PowerShot G9
a0715-060812_182920__MG_6255,Canon,Canon,EOS 5D,EOS 5D
a1346-20061213_142422__MG_3757,Canon,Canon,EOS 5D,EOS 5D
a1022-IMG_4563,Canon,Canon,EOS 450D,EOS 450D
a0929-_DSC3185,Nikon,Nikon,D700,D700
a0777-kme_526,Canon,Canon,PowerShot G9,PowerShot G9
a1116-NKIM_MG_6695,Canon,Canon,EOS 40D,EOS 40D
a1333-IMG_4027,Canon,Canon,EOS 450D,EOS 450D
a1266-20060206_145139__MG_2286,Canon,Canon,EOS 5D,EOS 5D
a0865-20080515_075226__MG_9983,Canon,Canon,EOS 5D,EOS 5D
a1072-jmac_MG_6892,Canon,Canon,EOS 5D,EOS 5D
a0808-kme_147,Canon,Canon,EOS 5D,EOS 5D
a0987-kme_249,Nikon,Nikon,D100,D100
a1157-IMG_0400,Canon,Canon,EOS 450D,EOS 450D
a1007-DSC_0047-1,Nikon,Nikon,D70s,D70s
a1337-_DGW6225,Nikon,Nikon,D700,D700
a1106-_DSC0010,Nikon,Nikon,D700,D700
a1231-_DGW6291,Nikon,Nikon,D700,D700
a1339-IMG_3445,Canon,Canon,EOS 450D,EOS 450D
a1025-IMG_4065,Canon,Canon,EOS 450D,EOS 450D
a1359-NKIM_MG_6126,Canon,Canon,EOS 40D,EOS 40D
a1008-IMG_5071,Canon,Canon,EOS 400D,EOS 400D
a0972-IMG_4939,Canon,Canon,EOS 450D,EOS 450D
a0833-DSC_0012-1-2,Nikon,Nikon,D70s,D70s
a1300-kme_042,Canon,Canon,EOS 40D,EOS 40D
a1078-_DSC0042,Nikon,Nikon,D70s,D70s
a1142-_DGW6357,Nikon,Nikon,D700,D700
a1120-NKIM_MG_3089,Canon,Canon,EOS 40D,EOS 40D
a1375-jmac_DSC0540,Nikon,Nikon,D70,D70
a1015-_DSC5571,Nikon,Nikon,D700,D700
a1350-kme_002,Nikon,Nikon,D40X,D40X
a0862-IMG_0736,Canon,Canon,EOS 450D,EOS 450D
a0965-2004-07-29 18-24-54 CRW_3304,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a1275-20080809_at_14h45m40__MG_0065,Canon,Canon,EOS 5D,EOS 5D
a0945-jn_20080802_0013,Canon,Canon,EOS 30D,EOS 30D
a0783-_DSC0056,Nikon,Nikon,D70s,D70s
a1102-kme_310,Nikon,Nikon,D100,D100
a1115-kme_231,Canon,Canon,EOS 20D,EOS 20D
a0900-jmac_MG_7376,Canon,Canon,EOS 5D,EOS 5D
a1302-kme_312,Nikon,Nikon,D100,D100
a1139-Ja_Pe-97,Nikon,Nikon,D700,D700
a1178-jmac_MG_6061,Canon,Canon,EOS 5D,EOS 5D
a0786-MB_060708_253,Canon,Canon,EOS 5D,EOS 5D
a1314-IMG_0083,Canon,Canon,EOS 350D,EOS 350D
a0873-IMG_4834,Canon,Canon,EOS 450D,EOS 450D
a1113-_DSC0070-2,Nikon,Nikon,D70s,D70s
a0897-kme_241,Canon,Canon,EOS 40D,EOS 40D
a1264-IMG_2896,Canon,Canon,EOS 450D,EOS 450D
a0892-jmac_MG_0130,Canon,Canon,EOS 5D,EOS 5D
a0779-07-09-22-at-15h09m46s-_Z9B3011,Canon,Canon,EOS-1D Mark II N,EOS-1D Mark II N
a1305-NKIM_MG_6827,Canon,Canon,EOS 40D,EOS 40D
a1321-MB_20030906_084,Canon,Canon,EOS D60,EOS D60
a0844-kme_596,Canon,Canon,PowerShot G9,PowerShot G9
a0748-kme_222,Canon,Canon,EOS 20D,EOS 20D
a0736-_DGW6293,Nikon,Nikon,D700,D700
a1105-jmacdscf0502,Fujifilm,Fujifilm,S2Pro,S2Pro
a0858-_DSC0018,Nikon,Nikon,D70s,D70s
a1055-IMG_4473,Canon,Canon,EOS 450D,EOS 450D
a0970-DSC_0036,Nikon,Nikon,D70s,D70s
a0884-MB_080329_065,Canon,Canon,EOS 5D,EOS 5D
a0934-kme_390,Canon,Canon,EOS 20D,EOS 20D
a1189-jn_2007_12_10__BU_CRUISE_018,Canon,Canon,EOS 30D,EOS 30D
a1075-IMG_9189,Canon,Canon,EOS 20D,EOS 20D
a1373-MB_20041213_002 copy,Canon,Canon,EOS 20D,EOS 20D
a1176-jn_2007_05_11__709,Canon,Canon,EOS 30D,EOS 30D
a1389-IMG_4831,Canon,Canon,EOS 450D,EOS 450D
a1037-20060612_085647__E6B1370,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0708-20070210_164509__MG_6786,Canon,Canon,EOS 5D,EOS 5D
a0871-07-09-22-at-20h08m29s-_MG_3610,Canon,Canon,EOS 5D,EOS 5D
a0807-DSC_0026,Nikon,Nikon,D70s,D70s
a0877-_DGW6231,Nikon,Nikon,D700,D700
a0718-_DSC1333,Nikon,Nikon,D700,D700
a1183-07-07-01-at-11h01m48s-_MG_2035,Canon,Canon,EOS 5D,EOS 5D
a0906-kme_353,Nikon,Nikon,D2H,D2H
a0849-DSC_0050,Nikon,Nikon,D70s,D70s
a0711-WP_IMG_1592,Canon,Canon,PowerShot G9,PowerShot G9
a0870-jmacdscf0021,Fujifilm,Fujifilm,S2Pro,S2Pro
a0976-kme_402,Canon,Canon,EOS 20D,EOS 20D
a0838-IMG_1665,Canon,Canon,EOS 400D,EOS 400D
a1374-IMG_0937,Canon,Canon,EOS 450D,EOS 450D
a1256-Ja_Pe-30,Leica,Panasonic,D-LUX 3,DMC-LX2
a1397-LSstone_060806_8957,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a0927-_DSC1554,Nikon,Nikon,D700,D700
a0820-IMG_4608,Canon,Canon,EOS 450D,EOS 450D
a1068-IMG_2536,Canon,Canon,EOS 450D,EOS 450D
a0824-_DGW6283,Nikon,Nikon,D700,D700
a0819-kme_268,Nikon,Nikon,D100,D100
a0944-20061213_132310__MG_3646,Canon,Canon,EOS 5D,EOS 5D
a0926-kme_278,Nikon,Nikon,D70,D70
a1311-050801_142402__I2E5523,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a1376-NKIM_122,Canon,Canon,EOS 40D,EOS 40D
a1123-NKIM_MG_6443,Canon,Canon,EOS 40D,EOS 40D
a1233-DSC_0064,Nikon,Nikon,D70s,D70s
a1040-tc_DSC4144,Nikon,Nikon,D300,D300
a1356-kme_170,Canon,Canon,EOS 20D,EOS 20D
a1188-MB_080329_068,Canon,Canon,EOS 5D,EOS 5D
a0948-IMG_4197,Canon,Canon,EOS 450D,EOS 450D
a1304-JI2E4713,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0878-050716_112808__I2E4120,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a1099-IMG_3511,Canon,Canon,EOS 450D,EOS 450D
a0953-dgw_026,Nikon,Nikon,D700,D700
a1342-LSCRW_0034,Canon,Canon,PowerShot S70,PowerShot S70
a0919-07-10-06-at-17h40m18s-_MG_3916,Canon,Canon,EOS 5D,EOS 5D
a0939-IMG_0262,Canon,Canon,EOS 40D,EOS 40D
a0911-IMG_4647,Canon,Canon,EOS 450D,EOS 450D
a0959-_DGW6327,Nikon,Nikon,D700,D700
a1398-kme_077,Canon,Canon,EOS 40D,EOS 40D
a1193-_DSC6404,Nikon,Nikon,D700,D700
a1103-jmac_MG_0296,Canon,Canon,EOS 5D,EOS 5D
a0768-jmac_DSC2995,Nikon,Nikon,D70,D70
a1126-IMG_3302,Canon,Canon,EOS 450D,EOS 450D
a1345-IMG_1698,Canon,Canon,EOS 400D,EOS 400D
a1146-_DSC0027-2,Nikon,Nikon,D70s,D70s
a0853-20070923_073247__MG_9686,Canon,Canon,EOS 5D,EOS 5D
a1039-IMG_3952,Canon,Canon,EOS 450D,EOS 450D
a1235-Ja_Pe-26,Leica,Panasonic,D-LUX 3,DMC-LX2
a0845-NKIM_MG_7387,Canon,Canon,EOS 40D,EOS 40D
a1330-20080625_at_00h06m29__MG_0169,Canon,Canon,EOS 5D,EOS 5D
a1171-_DGW6372,Nikon,Nikon,D700,D700
a0725-07-12-02-at-10h25m22s-_MG_8796,Canon,Canon,EOS 5D,EOS 5D
a1306-LSYD4O0030,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a1058-_I2E8070,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a1096-IMG_4510,Canon,Canon,EOS 450D,EOS 450D
a1170-Ja_Pe-76,Leica,Panasonic,D-LUX 3,DMC-LX2
a1069-IMG_0382,Canon,Canon,EOS 450D,EOS 450D
a0867-kme_254,Nikon,Nikon,D100,D100
a1340-_DSC7451,Nikon,Nikon,D700,D700
a1382-MB_070908_022,Canon,Canon,EOS 5D,EOS 5D
a1073-IMG_2650,Canon,Canon,EOS 450D,EOS 450D
a1013-IMG_3366,Canon,Canon,EOS 450D,EOS 450D
a1012-kme_280,Kodak,Kodak,DCS460D,DCS460
a1366-20050319_154451__E6B0896,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a1016-050716_115658__I2E4159,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0977-IMG_5831,Canon,Canon,EOS 400D,EOS 400D
a0797-07-10-06-at-08h42m41s-_MG_3745,Canon,Canon,EOS 5D,EOS 5D
a1220-kme_463,Canon,Canon,EOS 20D,EOS 20D
a1246-DSC_0196,Nikon,Nikon,D80,D80
a1074-IMG_4958,Canon,Canon,EOS 450D,EOS 450D
a0754-07-11-22-at-09h58m34s-_MG_6189,Canon,Canon,EOS 5D,EOS 5D
a0830-kme_206,Canon,Canon,EOS 20D,EOS 20D
a1048-kme_529,Canon,Canon,PowerShot G9,PowerShot G9
a1179-IMG_0025,Canon,Canon,EOS 40D,EOS 40D
a1155-_DSC1951,Nikon,Nikon,D700,D700
a1320-MB_060708_069,Canon,Canon,EOS 5D,EOS 5D
a0997-jmac_MG_7637,Canon,Canon,EOS 5D,EOS 5D
a1062-_DGW6315,Nikon,Nikon,D700,D700
a0841-Ja_Pe-83,Nikon,Nikon,D700,D700
a0731-IMG_3972,Canon,Canon,EOS 450D,EOS 450D
a0709-07-12-01-at-17h01m35s-_MG_8762,Canon,Canon,EOS 5D,EOS 5D
a0813-jmac_MG_4813,Canon,Canon,EOS 20D,EOS 20D
a0916-jmac_DSC4232,Nikon,Nikon,D70,D70
a1089-DSC_0009-1,Nikon,Nikon,D70s,D70s
a0882-jn_2007_12_15__BU_CRUISE_247,Canon,Canon,EOS 30D,EOS 30D
a0791-050801_081022__I2E5520,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a0981-jmac_MG_1360,Canon,Canon,EOS 5D,EOS 5D
a0851-NKIM_MG_6583,Canon,Canon,EOS 40D,EOS 40D
a1143-jn_20080821_NYC_014,Canon,Canon,EOS 30D,EOS 30D
a0969-dgw_056,Nikon,Nikon,D700,D700
a0811-20051224_165428__MG_0953,Canon,Canon,EOS 5D,EOS 5D
a0958-jmac_MG_0737,Canon,Canon,EOS 5D,EOS 5D
a1088-dgw_155,Nikon,Nikon,D700,D700
a0880-kme_030,Canon,Canon,EOS 40D,EOS 40D
a0710-kme_329,Nikon,Nikon,D70,D70
a1209-DSC_0014-2,Nikon,Nikon,D70s,D70s
a0837-dvf_096,Leica,Leica,M8,M8
a1001-IMG_0584,Canon,Canon,EOS 450D,EOS 450D
